record_id,crop,symptom,diagnosis,image_paths
D00420,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus Greening,"images\Orange,Citrus Greening\plant_2299.jpg"
D00421,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145000.jpg"
D00422,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145001.jpg"
D00423,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145002.jpg"
D00424,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145003.jpg"
D00425,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145004.jpg"
D00426,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145005.jpg"
D00427,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145006.jpg"
D00428,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145007.jpg"
D00429,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145008.jpg"
D00430,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145009.jpg"
D00431,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145010.jpg"
D00432,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145011.jpg"
D00433,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145012.jpg"
D00434,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145013.jpg"
D00435,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145014.jpg"
D00436,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145015.jpg"
D00437,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145016.jpg"
D00438,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145017.jpg"
D00439,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145018.jpg"
D00440,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145019.jpg"
D00441,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145020.jpg"
D00442,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145021.jpg"
D00443,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145022.jpg"
D00444,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145023.jpg"
D00445,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145024.jpg"
D00446,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145025.jpg"
D00447,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145026.jpg"
D00448,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145027.jpg"
D00449,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145028.jpg"
D00450,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145029.jpg"
D00451,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145030.jpg"
D00452,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145031.jpg"
D00453,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145032.jpg"
D00454,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145033.jpg"
D00455,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145034.jpg"
D00456,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145035.jpg"
D00457,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145036.jpg"
D00458,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145037.jpg"
D00459,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145038.jpg"
D00460,Orange,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Orange,Healthy\plant_145039.jpg"
D00461,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Peach,Bacterial Spot\plant_124999.jpg"
D00462,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Peach,Bacterial Spot\plant_125000.jpg"
D00463,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Peach,Bacterial Spot\plant_125001.jpg"
D00464,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Peach,Bacterial Spot\plant_125002.jpg"
D00465,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Peach,Bacterial Spot\plant_125003.jpg"
D00466,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Peach,Bacterial Spot\plant_125004.jpg"
D00467,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Peach,Bacterial Spot\plant_125005.jpg"
D00468,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Peach,Bacterial Spot\plant_125006.jpg"
D00469,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Peach,Bacterial Spot\plant_125007.jpg"
D00470,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Peach,Bacterial Spot\plant_125008.jpg"
D00471,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Peach,Bacterial Spot\plant_125009.jpg"
D00472,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Peach,Bacterial Spot\plant_125010.jpg"
D00473,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Peach,Bacterial Spot\plant_125011.jpg"
D00474,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Peach,Bacterial Spot\plant_125012.jpg"
D00475,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Peach,Bacterial Spot\plant_125013.jpg"
D00476,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Peach,Bacterial Spot\plant_125014.jpg"
D00477,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Peach,Bacterial Spot\plant_125015.jpg"
D00478,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Peach,Bacterial Spot\plant_125016.jpg"
D00479,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Peach,Bacterial Spot\plant_125017.jpg"
D00480,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Peach,Bacterial Spot\plant_125018.jpg"
D00481,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Peach,Bacterial Spot\plant_125024.jpg"
D00482,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Peach,Bacterial Spot\plant_125026.jpg"
D00483,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Peach,Bacterial Spot\plant_125093.jpg"
D00484,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Peach,Bacterial Spot\plant_125152.jpg"
D00485,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Peach,Bacterial Spot\plant_125170.jpg"
D00486,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Peach,Bacterial Spot\plant_125266.jpg"
D00487,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Peach,Bacterial Spot\plant_125337.jpg"
D00488,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Peach,Bacterial Spot\plant_125524.jpg"
D00489,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Peach,Bacterial Spot\plant_125654.jpg"
D00490,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Peach,Bacterial Spot\plant_125769.jpg"
D00491,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127296.jpg"
D00492,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127297.jpg"
D00493,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127298.jpg"
D00494,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127299.jpg"
D00495,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127300.jpg"
D00496,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127301.jpg"
D00497,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127302.jpg"
D00498,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127303.jpg"
D00499,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127304.jpg"
D00500,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127305.jpg"
D00501,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127306.jpg"
D00502,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127307.jpg"
D00503,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127308.jpg"
D00504,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127309.jpg"
D00505,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127310.jpg"
D00506,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127311.jpg"
D00507,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127312.jpg"
D00508,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127313.jpg"
D00509,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127314.jpg"
D00510,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127315.jpg"
D00511,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127316.jpg"
D00512,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127317.jpg"
D00513,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127318.jpg"
D00514,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127319.jpg"
D00515,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127320.jpg"
D00516,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127321.jpg"
D00517,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127322.jpg"
D00518,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127323.jpg"
D00519,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127324.jpg"
D00520,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127325.jpg"
D00521,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127326.jpg"
D00522,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127379.jpg"
D00523,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127403.jpg"
D00524,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127503.jpg"
D00525,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127512.jpg"
D00526,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127514.jpg"
D00527,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127550.jpg"
D00528,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127559.jpg"
D00529,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127565.jpg"
D00530,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Peach,Healthy\plant_127598.jpg"
D00531,Potato,"dark brown to black, dark brown spots, circular, irregular",Early Blight,"images\Potato,Early Blight\plant_64514.jpg"
D00532,Potato,"dark brown to black, dark brown spots, circular, irregular",Early Blight,"images\Potato,Early Blight\plant_64624.jpg"
D00533,Potato,"dark brown to black, dark brown spots, circular, irregular",Early Blight,"images\Potato,Early Blight\plant_64733.jpg"
D00534,Potato,"dark brown to black, dark brown spots, circular, irregular",Early Blight,"images\Potato,Early Blight\plant_64743.jpg"
D00535,Potato,"dark brown to black, dark brown spots, circular, irregular",Early Blight,"images\Potato,Early Blight\plant_64753.jpg"
D00536,Potato,"dark brown to black, dark brown spots, circular, irregular",Early Blight,"images\Potato,Early Blight\plant_64789.jpg"
D00537,Potato,"dark brown to black, dark brown spots, circular, irregular",Early Blight,"images\Potato,Early Blight\plant_64946.jpg"
D00538,Potato,"dark brown to black, dark brown spots, circular, irregular",Early Blight,"images\Potato,Early Blight\plant_65018.jpg"
D00539,Potato,"dark brown to black, dark brown spots, circular, irregular",Early Blight,"images\Potato,Early Blight\plant_65047.jpg"
D00540,Potato,"dark brown to black, dark brown spots, circular, irregular",Early Blight,"images\Potato,Early Blight\plant_65073.jpg"
D00541,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Potato,Healthy\plant_65483.jpg"
D00542,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Potato,Healthy\plant_65497.jpg"
D00543,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Potato,Healthy\plant_65510.jpg"
D00544,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Potato,Healthy\plant_65551.jpg"
D00545,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Potato,Healthy\plant_65562.jpg"
D00546,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Potato,Healthy\plant_65571.jpg"
D00547,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Potato,Healthy\plant_65581.jpg"
D00548,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Potato,Healthy\plant_65588.jpg"
D00549,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Potato,Healthy\plant_65594.jpg"
D00550,Potato,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Potato,Healthy\plant_65595.jpg"
D00551,Potato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late Blight,"images\Potato,Late Blight\plant_65636.jpg"
D00552,Potato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late Blight,"images\Potato,Late Blight\plant_65658.jpg"
D00553,Potato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late Blight,"images\Potato,Late Blight\plant_65667.jpg"
D00554,Potato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late Blight,"images\Potato,Late Blight\plant_65758.jpg"
D00555,Potato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late Blight,"images\Potato,Late Blight\plant_65769.jpg"
D00556,Potato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late Blight,"images\Potato,Late Blight\plant_65879.jpg"
D00557,Potato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late Blight,"images\Potato,Late Blight\plant_65926.jpg"
D00558,Potato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late Blight,"images\Potato,Late Blight\plant_65944.jpg"
D00559,Potato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late Blight,"images\Potato,Late Blight\plant_66054.jpg"
D00560,Potato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late Blight,"images\Potato,Late Blight\plant_66121.jpg"
D00561,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67587.jpg"
D00562,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67588.jpg"
D00563,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67589.jpg"
D00564,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67590.jpg"
D00565,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67591.jpg"
D00566,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67592.jpg"
D00567,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67593.jpg"
D00568,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67594.jpg"
D00569,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67595.jpg"
D00570,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67596.jpg"
D00571,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67597.jpg"
D00572,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67598.jpg"
D00573,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67599.jpg"
D00574,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67600.jpg"
D00575,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67601.jpg"
D00576,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67602.jpg"
D00577,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67603.jpg"
D00578,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67604.jpg"
D00579,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67605.jpg"
D00580,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67606.jpg"
D00581,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67607.jpg"
D00582,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67608.jpg"
D00583,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67609.jpg"
D00584,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67610.jpg"
D00585,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67611.jpg"
D00586,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67612.jpg"
D00587,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67613.jpg"
D00588,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67614.jpg"
D00589,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67615.jpg"
D00590,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67616.jpg"
D00591,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67617.jpg"
D00592,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67618.jpg"
D00593,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67619.jpg"
D00594,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67620.jpg"
D00595,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67621.jpg"
D00596,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67622.jpg"
D00597,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67623.jpg"
D00598,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67624.jpg"
D00599,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67625.jpg"
D00600,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67626.jpg"
D00601,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67627.jpg"
D00602,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67628.jpg"
D00603,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67629.jpg"
D00604,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67630.jpg"
D00605,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67631.jpg"
D00606,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67632.jpg"
D00607,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67633.jpg"
D00608,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67634.jpg"
D00609,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67635.jpg"
D00610,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67636.jpg"
D00611,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67637.jpg"
D00612,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67638.jpg"
D00613,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67639.jpg"
D00614,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67640.jpg"
D00615,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67641.jpg"
D00616,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67642.jpg"
D00617,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67643.jpg"
D00618,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67644.jpg"
D00619,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67645.jpg"
D00620,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67646.jpg"
D00621,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67647.jpg"
D00622,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67710.jpg"
D00623,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67755.jpg"
D00624,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67837.jpg"
D00625,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67844.jpg"
D00626,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67865.jpg"
D00627,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_67985.jpg"
D00628,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_68195.jpg"
D00629,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_68238.jpg"
D00630,Pumpkin,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Pumpkin,Powdery Mildew\plant_68381.jpg"
D00631,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62610.jpg"
D00632,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62611.jpg"
D00633,Raspberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Raspberry,Healthy\plant_62612.jpg"
