record_id,crop,symptom,diagnosis,image_paths,confirmed_by
D00411,Grape,"dark brown to black spots,mostly circular in shape,varying in size",Black rot,"images\Grape,Black rot\image (11).JPG",PlantVillage
D00412,Grape,"dark brown to black spots,mostly circular in shape,varying in size",Black rot,"images\Grape,Black rot\image (12).JPG",PlantVillage
D00413,Grape,"dark brown to black spots,mostly circular in shape,varying in size",Black rot,"images\Grape,Black rot\image (13).JPG",PlantVillage
D00414,Grape,"dark brown to black spots,mostly circular in shape,varying in size",Black rot,"images\Grape,Black rot\image (14).JPG",PlantVillage
D00415,Grape,"dark brown to black spots,mostly circular in shape,varying in size",Black rot,"images\Grape,Black rot\image (15).JPG",PlantVillage
D00416,Grape,"dark brown to black spots,mostly circular in shape,varying in size",Black rot,"images\Grape,Black rot\image (16).JPG",PlantVillage
D00417,Grape,"dark brown to black spots,mostly circular in shape,varying in size",Black rot,"images\Grape,Black rot\image (17).JPG",PlantVillage
D00418,Grape,"dark brown to black spots,mostly circular in shape,varying in size",Black rot,"images\Grape,Black rot\image (18).JPG",PlantVillage
D00419,Grape,"dark brown to black spots,mostly circular in shape,varying in size",Black rot,"images\Grape,Black rot\image (19).JPG",PlantVillage
D00420,Grape,"dark brown to black spots,mostly circular in shape,varying in size",Black rot,"images\Grape,Black rot\image (20).JPG",PlantVillage
D00421,Grape,"dark brown to black, yellow brown, irregular light brown spots, circular",Esca,"images\Grape,Esca\image (1).JPG",PlantVillage
D00422,Grape,"dark brown to black, yellow brown, irregular light brown spots, circular",Esca,"images\Grape,Esca\image (2).JPG",PlantVillage
D00423,Grape,"dark brown to black, yellow brown, irregular light brown spots, circular",Esca,"images\Grape,Esca\image (3).JPG",PlantVillage
D00424,Grape,"dark brown to black, yellow brown, irregular light brown spots, circular",Esca,"images\Grape,Esca\image (4).JPG",PlantVillage
D00425,Grape,"dark brown to black, yellow brown, irregular light brown spots, circular",Esca,"images\Grape,Esca\image (5).JPG",PlantVillage
D00426,Grape,"dark brown to black, yellow brown, irregular light brown spots, circular",Esca,"images\Grape,Esca\image (6).JPG",PlantVillage
D00427,Grape,"dark brown to black, yellow brown, irregular light brown spots, circular",Esca,"images\Grape,Esca\image (7).JPG",PlantVillage
D00428,Grape,"dark brown to black, yellow brown, irregular light brown spots, circular",Esca,"images\Grape,Esca\image (8).JPG",PlantVillage
D00429,Grape,"dark brown to black, yellow brown, irregular light brown spots, circular",Esca,"images\Grape,Esca\image (9).JPG",PlantVillage
D00430,Grape,"dark brown to black, yellow brown, irregular light brown spots, circular",Esca,"images\Grape,Esca\image (10).JPG",PlantVillage
D00431,Grape,"dark brown to black, yellow brown, irregular light brown spots, circular",Esca,"images\Grape,Esca\image (11).JPG",PlantVillage
D00432,Grape,"dark brown to black, yellow brown, irregular light brown spots, circular",Esca,"images\Grape,Esca\image (12).JPG",PlantVillage
D00433,Grape,"dark brown to black, yellow brown, irregular light brown spots, circular",Esca,"images\Grape,Esca\image (13).JPG",PlantVillage
D00434,Grape,"dark brown to black, yellow brown, irregular light brown spots, circular",Esca,"images\Grape,Esca\image (14).JPG",PlantVillage
D00435,Grape,"dark brown to black, yellow brown, irregular light brown spots, circular",Esca,"images\Grape,Esca\image (15).JPG",PlantVillage
D00436,Grape,"dark brown to black, yellow brown, irregular light brown spots, circular",Esca,"images\Grape,Esca\image (16).JPG",PlantVillage
D00437,Grape,"dark brown to black, yellow brown, irregular light brown spots, circular",Esca,"images\Grape,Esca\image (17).JPG",PlantVillage
D00438,Grape,"dark brown to black, yellow brown, irregular light brown spots, circular",Esca,"images\Grape,Esca\image (18).JPG",PlantVillage
D00439,Grape,"dark brown to black, yellow brown, irregular light brown spots, circular",Esca,"images\Grape,Esca\image (19).JPG",PlantVillage
D00440,Grape,"dark brown to black, yellow brown, irregular light brown spots, circular",Esca,"images\Grape,Esca\image (20).JPG",PlantVillage
D00441,Grape,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Grape,healthy\image (1).JPG",PlantVillage
D00442,Grape,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Grape,healthy\image (2).JPG",PlantVillage
D00443,Grape,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Grape,healthy\image (3).JPG",PlantVillage
D00444,Grape,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Grape,healthy\image (4).JPG",PlantVillage
D00445,Grape,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Grape,healthy\image (5).JPG",PlantVillage
D00446,Grape,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Grape,healthy\image (6).JPG",PlantVillage
D00447,Grape,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Grape,healthy\image (7).JPG",PlantVillage
D00448,Grape,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Grape,healthy\image (8).JPG",PlantVillage
D00449,Grape,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Grape,healthy\image (9).JPG",PlantVillage
D00450,Grape,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Grape,healthy\image (10).JPG",PlantVillage
D00451,Grape,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Grape,healthy\image (11).JPG",PlantVillage
D00452,Grape,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Grape,healthy\image (12).JPG",PlantVillage
D00453,Grape,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Grape,healthy\image (13).JPG",PlantVillage
D00454,Grape,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Grape,healthy\image (14).JPG",PlantVillage
D00455,Grape,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Grape,healthy\image (15).JPG",PlantVillage
D00456,Grape,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Grape,healthy\image (16).JPG",PlantVillage
D00457,Grape,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Grape,healthy\image (17).JPG",PlantVillage
D00458,Grape,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Grape,healthy\image (18).JPG",PlantVillage
D00459,Grape,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Grape,healthy\image (19).JPG",PlantVillage
D00460,Grape,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Grape,healthy\image (20).JPG",PlantVillage
D00461,Grape,"brown, dark brown, irregular spots ranging from dark brown to black",Leaf blight,"images\Grape,Leaf blight\image (1).JPG",PlantVillage
D00462,Grape,"brown, dark brown, irregular spots ranging from dark brown to black",Leaf blight,"images\Grape,Leaf blight\image (2).JPG",PlantVillage
D00463,Grape,"brown, dark brown, irregular spots ranging from dark brown to black",Leaf blight,"images\Grape,Leaf blight\image (3).JPG",PlantVillage
D00464,Grape,"brown, dark brown, irregular spots ranging from dark brown to black",Leaf blight,"images\Grape,Leaf blight\image (4).JPG",PlantVillage
D00465,Grape,"brown, dark brown, irregular spots ranging from dark brown to black",Leaf blight,"images\Grape,Leaf blight\image (5).JPG",PlantVillage
D00466,Grape,"brown, dark brown, irregular spots ranging from dark brown to black",Leaf blight,"images\Grape,Leaf blight\image (6).JPG",PlantVillage
D00467,Grape,"brown, dark brown, irregular spots ranging from dark brown to black",Leaf blight,"images\Grape,Leaf blight\image (7).JPG",PlantVillage
D00468,Grape,"brown, dark brown, irregular spots ranging from dark brown to black",Leaf blight,"images\Grape,Leaf blight\image (8).JPG",PlantVillage
D00469,Grape,"brown, dark brown, irregular spots ranging from dark brown to black",Leaf blight,"images\Grape,Leaf blight\image (9).JPG",PlantVillage
D00470,Grape,"brown, dark brown, irregular spots ranging from dark brown to black",Leaf blight,"images\Grape,Leaf blight\image (10).JPG",PlantVillage
D00471,Grape,"brown, dark brown, irregular spots ranging from dark brown to black",Leaf blight,"images\Grape,Leaf blight\image (11).JPG",PlantVillage
D00472,Grape,"brown, dark brown, irregular spots ranging from dark brown to black",Leaf blight,"images\Grape,Leaf blight\image (12).JPG",PlantVillage
D00473,Grape,"brown, dark brown, irregular spots ranging from dark brown to black",Leaf blight,"images\Grape,Leaf blight\image (13).JPG",PlantVillage
D00474,Grape,"brown, dark brown, irregular spots ranging from dark brown to black",Leaf blight,"images\Grape,Leaf blight\image (14).JPG",PlantVillage
D00475,Grape,"brown, dark brown, irregular spots ranging from dark brown to black",Leaf blight,"images\Grape,Leaf blight\image (15).JPG",PlantVillage
D00476,Grape,"brown, dark brown, irregular spots ranging from dark brown to black",Leaf blight,"images\Grape,Leaf blight\image (16).JPG",PlantVillage
D00477,Grape,"brown, dark brown, irregular spots ranging from dark brown to black",Leaf blight,"images\Grape,Leaf blight\image (17).JPG",PlantVillage
D00478,Grape,"brown, dark brown, irregular spots ranging from dark brown to black",Leaf blight,"images\Grape,Leaf blight\image (18).JPG",PlantVillage
D00479,Grape,"brown, dark brown, irregular spots ranging from dark brown to black",Leaf blight,"images\Grape,Leaf blight\image (19).JPG",PlantVillage
D00480,Grape,"brown, dark brown, irregular spots ranging from dark brown to black",Leaf blight,"images\Grape,Leaf blight\image (20).JPG",PlantVillage
D00481,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (1).JPG",PlantVillage
D00482,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (2).JPG",PlantVillage
D00483,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (3).JPG",PlantVillage
D00484,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (4).JPG",PlantVillage
D00485,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (5).JPG",PlantVillage
D00486,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (6).JPG",PlantVillage
D00487,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (7).JPG",PlantVillage
D00488,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (8).JPG",PlantVillage
D00489,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (9).JPG",PlantVillage
D00490,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (10).JPG",PlantVillage
D00491,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (11).JPG",PlantVillage
D00492,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (12).JPG",PlantVillage
D00493,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (13).JPG",PlantVillage
D00494,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (14).JPG",PlantVillage
D00495,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (15).JPG",PlantVillage
D00496,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (16).JPG",PlantVillage
D00497,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (17).JPG",PlantVillage
D00498,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (18).JPG",PlantVillage
D00499,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (19).JPG",PlantVillage
D00500,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (20).JPG",PlantVillage
D00501,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (21).JPG",PlantVillage
D00502,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (22).JPG",PlantVillage
D00503,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (23).JPG",PlantVillage
D00504,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (24).JPG",PlantVillage
D00505,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (25).JPG",PlantVillage
D00506,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (26).JPG",PlantVillage
D00507,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (27).JPG",PlantVillage
D00508,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (28).JPG",PlantVillage
D00509,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (29).JPG",PlantVillage
D00510,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (30).JPG",PlantVillage
D00511,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (31).JPG",PlantVillage
D00512,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (32).JPG",PlantVillage
D00513,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (33).JPG",PlantVillage
D00514,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (34).JPG",PlantVillage
D00515,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (35).JPG",PlantVillage
D00516,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (36).JPG",PlantVillage
D00517,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (37).JPG",PlantVillage
D00518,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (38).JPG",PlantVillage
D00519,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (39).JPG",PlantVillage
D00520,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (40).JPG",PlantVillage
D00521,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (41).JPG",PlantVillage
D00522,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (42).JPG",PlantVillage
D00523,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (43).JPG",PlantVillage
D00524,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (44).JPG",PlantVillage
D00525,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (45).JPG",PlantVillage
D00526,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (46).JPG",PlantVillage
D00527,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (47).JPG",PlantVillage
D00528,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (48).JPG",PlantVillage
D00529,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (49).JPG",PlantVillage
D00530,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (50).JPG",PlantVillage
D00531,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (51).JPG",PlantVillage
D00532,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (52).JPG",PlantVillage
D00533,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (53).JPG",PlantVillage
D00534,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (54).JPG",PlantVillage
D00535,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (55).JPG",PlantVillage
D00536,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (56).JPG",PlantVillage
D00537,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (57).JPG",PlantVillage
D00538,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (58).JPG",PlantVillage
D00539,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (59).JPG",PlantVillage
D00540,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (60).JPG",PlantVillage
D00541,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (61).JPG",PlantVillage
D00542,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (62).JPG",PlantVillage
D00543,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (63).JPG",PlantVillage
D00544,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (64).JPG",PlantVillage
D00545,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (65).JPG",PlantVillage
D00546,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (66).JPG",PlantVillage
D00547,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (67).JPG",PlantVillage
D00548,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (68).JPG",PlantVillage
D00549,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (69).JPG",PlantVillage
D00550,Orange,"leaves mottled, yellowing, distortion, yellow spots, irregular",Citrus greening,"images\Orange,Citrus greening\image (70).JPG",PlantVillage
D00551,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial spot,"images\Peach,Bacterial spot\image (1).JPG",PlantVillage
D00552,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial spot,"images\Peach,Bacterial spot\image (2).JPG",PlantVillage
D00553,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial spot,"images\Peach,Bacterial spot\image (3).JPG",PlantVillage
D00554,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial spot,"images\Peach,Bacterial spot\image (4).JPG",PlantVillage
D00555,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial spot,"images\Peach,Bacterial spot\image (5).JPG",PlantVillage
D00556,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial spot,"images\Peach,Bacterial spot\image (6).JPG",PlantVillage
D00557,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial spot,"images\Peach,Bacterial spot\image (7).JPG",PlantVillage
D00558,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial spot,"images\Peach,Bacterial spot\image (8).JPG",PlantVillage
D00559,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial spot,"images\Peach,Bacterial spot\image (9).JPG",PlantVillage
D00560,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial spot,"images\Peach,Bacterial spot\image (10).JPG",PlantVillage
D00561,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial spot,"images\Peach,Bacterial spot\image (11).JPG",PlantVillage
D00562,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial spot,"images\Peach,Bacterial spot\image (12).JPG",PlantVillage
D00563,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial spot,"images\Peach,Bacterial spot\image (13).JPG",PlantVillage
D00564,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial spot,"images\Peach,Bacterial spot\image (14).JPG",PlantVillage
D00565,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial spot,"images\Peach,Bacterial spot\image (15).JPG",PlantVillage
D00566,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial spot,"images\Peach,Bacterial spot\image (16).JPG",PlantVillage
D00567,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial spot,"images\Peach,Bacterial spot\image (17).JPG",PlantVillage
D00568,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial spot,"images\Peach,Bacterial spot\image (18).JPG",PlantVillage
D00569,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial spot,"images\Peach,Bacterial spot\image (19).JPG",PlantVillage
D00570,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial spot,"images\Peach,Bacterial spot\image (20).JPG",PlantVillage
D00571,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial spot,"images\Peach,Bacterial spot\image (21).JPG",PlantVillage
D00572,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial spot,"images\Peach,Bacterial spot\image (22).JPG",PlantVillage
D00573,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial spot,"images\Peach,Bacterial spot\image (23).JPG",PlantVillage
D00574,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial spot,"images\Peach,Bacterial spot\image (24).JPG",PlantVillage
D00575,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial spot,"images\Peach,Bacterial spot\image (25).JPG",PlantVillage
D00576,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial spot,"images\Peach,Bacterial spot\image (26).JPG",PlantVillage
D00577,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial spot,"images\Peach,Bacterial spot\image (27).JPG",PlantVillage
D00578,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial spot,"images\Peach,Bacterial spot\image (28).JPG",PlantVillage
D00579,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial spot,"images\Peach,Bacterial spot\image (29).JPG",PlantVillage
D00580,Peach,"dark brown to black spots, water-soaked spots,irregular ",Bacterial spot,"images\Peach,Bacterial spot\image (30).JPG",PlantVillage
D00581,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (1).JPG",PlantVillage
D00582,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (2).JPG",PlantVillage
D00583,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (3).JPG",PlantVillage
D00584,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (4).JPG",PlantVillage
D00585,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (5).JPG",PlantVillage
D00586,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (6).JPG",PlantVillage
D00587,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (7).JPG",PlantVillage
D00588,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (8).JPG",PlantVillage
D00589,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (9).JPG",PlantVillage
D00590,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (10).JPG",PlantVillage
D00591,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (11).JPG",PlantVillage
D00592,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (12).JPG",PlantVillage
D00593,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (13).JPG",PlantVillage
D00594,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (14).JPG",PlantVillage
D00595,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (15).JPG",PlantVillage
D00596,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (16).JPG",PlantVillage
D00597,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (17).JPG",PlantVillage
D00598,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (18).JPG",PlantVillage
D00599,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (19).JPG",PlantVillage
D00600,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (20).JPG",PlantVillage
D00601,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (21).JPG",PlantVillage
D00602,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (22).JPG",PlantVillage
D00603,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (23).JPG",PlantVillage
D00604,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (24).JPG",PlantVillage
D00605,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (25).JPG",PlantVillage
D00606,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (26).JPG",PlantVillage
D00607,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (27).JPG",PlantVillage
D00608,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (28).JPG",PlantVillage
D00609,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (29).JPG",PlantVillage
D00610,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (30).JPG",PlantVillage
D00611,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (31).JPG",PlantVillage
D00612,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (32).JPG",PlantVillage
D00613,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (33).JPG",PlantVillage
D00614,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (34).JPG",PlantVillage
D00615,Peach,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Peach,healthy\image (35).JPG",PlantVillage
